     Index              y_true              y_pred        descriptor_1        descriptor_2
       324    0.9270000000E+00    0.9175622758E+00    0.4017019116E+03    0.0000000000E+00
       325    0.9400000000E+00    0.7138522212E+00    0.3786130162E+03    0.0000000000E+00
       326    0.6800000000E+00    0.6515861149E+00    0.3721567643E+03   -0.5000000000E+00
       327    0.7303000000E+00    0.6589526289E+00    0.3723905892E+03    0.0000000000E+00
       328    0.7270000000E+00    0.6560976517E+00    0.3720670005E+03    0.0000000000E+00
       329    0.8960000000E+00    0.9187554113E+00    0.4018747133E+03   -0.3125000000E-01
       330    0.8270000000E+00    0.9326375657E+00    0.4034105744E+03    0.0000000000E+00
       331    0.5248000000E+00    0.7228340472E+00    0.3796310339E+03    0.0000000000E+00
       332    0.9400000000E+00    0.9263169352E+00    0.4026941818E+03    0.0000000000E+00
       333    0.9290000000E+00    0.9319617974E+00    0.4033339815E+03    0.0000000000E+00
       334    0.6743000000E+00    0.8099560581E+00    0.3896558903E+03   -0.1250000000E+00
       335    0.5786000000E+00    0.6259163213E+00    0.3674439692E+03    0.1000000000E+01
       336    0.8570000000E+00    0.6130161644E+00    0.3671840606E+03    0.0000000000E+00
       337    0.6870000000E+00    0.5566095706E+00    0.3607908271E+03    0.0000000000E+00
       338    0.5020000000E+00    0.5593921325E+00    0.3611062081E+03    0.0000000000E+00
       339    0.5140000000E+00    0.5471897983E+00    0.3609253921E+03   -0.1000000000E+01
       340    0.7140000000E+00    0.5998014909E+00    0.3656862837E+03    0.0000000000E+00
       341    0.6300000000E+00    0.6016639637E+00    0.3658973800E+03    0.0000000000E+00
       342    0.4885600000E+00    0.6007308132E+00    0.3657916149E+03    0.0000000000E+00
       343    0.5347000000E+00    0.5977400627E+00    0.3654526374E+03    0.0000000000E+00
       344    0.5380000000E+00    0.5959166196E+00    0.3652459648E+03    0.0000000000E+00
       345    0.5124000000E+00    0.5508718566E+00    0.3601405034E+03    0.0000000000E+00
       346    0.4969000000E+00    0.5951640474E+00    0.3651606668E+03    0.0000000000E+00
       347    0.1887620000E+00    0.5908866032E+00    0.3658780733E+03   -0.1000000000E+01
       348    0.3871620000E+00    0.5964988400E+00    0.3653119548E+03    0.0000000000E+00
       349    0.6470510000E+00    0.5820183451E+00    0.3648729276E+03   -0.1000000000E+01
       350    0.4780000000E+00    0.5395120808E+00    0.3600551846E+03   -0.1000000000E+01
       351    0.4710000000E+00    0.5780995684E+00    0.3644287658E+03   -0.1000000000E+01
       352    0.6530000000E+00    0.6037240065E+00    0.3649286489E+03    0.1000000000E+01
       353    0.4220000000E+00    0.5953478399E+00    0.3651814982E+03    0.0000000000E+00
       354    0.6920000000E+00    0.6008705408E+00    0.3658074519E+03    0.0000000000E+00
       355    0.1140650000E+01    0.5998576078E+00    0.3656926441E+03    0.0000000000E+00
       356    0.4135000000E+00    0.4348222431E+00    0.3457849932E+03    0.1000000000E+01
       357    0.4450000000E+00    0.4203179679E+00    0.3453432707E+03    0.0000000000E+00
       358    0.5417270000E+00    0.5857210910E+00    0.3628881633E+03    0.1000000000E+01
       359    0.5435000000E+00    0.5857210910E+00    0.3628881633E+03    0.1000000000E+01
       360    0.5417000000E+00    0.5741233847E+00    0.3627758770E+03    0.0000000000E+00
       361    0.5688000000E+00    0.5980689153E+00    0.3654899102E+03    0.0000000000E+00
       362    0.5093000000E+00    0.5600529293E+00    0.3611811041E+03    0.0000000000E+00
       363    0.6112200000E+00    0.5576939863E+00    0.3609137369E+03    0.0000000000E+00
       364    0.2642000000E+00    0.5574990135E+00    0.3608916383E+03    0.0000000000E+00
       365    0.5451500000E+00    0.5791199053E+00    0.3633421924E+03    0.0000000000E+00
       366    0.5240000000E+00    0.5362939121E+00    0.3584882107E+03    0.0000000000E+00
       367    0.4680000000E+00    0.5253869305E+00    0.3572519921E+03    0.0000000000E+00
       368    0.4500000000E+00    0.3819110198E+00    0.3409901522E+03    0.0000000000E+00
       369    0.5240000000E+00    0.5463507884E+00    0.3596280767E+03    0.0000000000E+00
       370    0.5730000000E+00    0.5244787840E+00    0.3571490610E+03    0.0000000000E+00
       371    0.3990000000E+00    0.5245532992E+00    0.3571575067E+03    0.0000000000E+00
       372    0.4990000000E+00    0.5297886420E+00    0.3565486703E+03    0.1000000000E+01
       373    0.5760000000E+00    0.5743079042E+00    0.3627967908E+03    0.0000000000E+00
       374    0.5460000000E+00    0.5168497148E+00    0.3562843674E+03    0.0000000000E+00
       375    0.4870000000E+00    0.5743344196E+00    0.3627997961E+03    0.0000000000E+00
       376    0.5638000000E+00    0.4909446997E+00    0.3533482424E+03    0.0000000000E+00
       377    0.5006000000E+00    0.5319725723E+00    0.3579984216E+03    0.0000000000E+00
       378    0.4627000000E+00    0.4792231820E+00    0.3520197027E+03    0.0000000000E+00
       379    0.5182000000E+00    0.5495202378E+00    0.3587850879E+03    0.1000000000E+01
       380    0.5347000000E+00    0.5423061281E+00    0.3591696470E+03    0.0000000000E+00
       381    0.5715000000E+00    0.5466077738E+00    0.3608594243E+03   -0.1000000000E+01
       382    0.5739000000E+00    0.5544957760E+00    0.3605512455E+03    0.0000000000E+00
       383    0.5820000000E+00    0.5542662256E+00    0.3611263380E+03   -0.5000000000E+00
       384    0.5360000000E+00    0.5686324956E+00    0.3621535289E+03    0.0000000000E+00
       385    0.5697000000E+00    0.5582922151E+00    0.3621837617E+03   -0.1000000000E+01
       386    0.4994000000E+00    0.5743025046E+00    0.3627961788E+03    0.0000000000E+00
       387    0.6420000000E+00    0.5727459354E+00    0.3626197542E+03    0.0000000000E+00
       388    0.7104000000E+00    0.5909205693E+00    0.3646797027E+03    0.0000000000E+00
       389    0.5090000000E+00    0.6100154308E+00    0.3668439516E+03    0.0000000000E+00
       390    0.5810000000E+00    0.5734121706E+00    0.3626952666E+03    0.0000000000E+00
       391    0.5470000000E+00    0.5191410129E+00    0.3565440676E+03    0.0000000000E+00
       392    0.5650000000E+00    0.5699731278E+00    0.3611032584E+03    0.1000000000E+01
       393    0.5720000000E+00    0.5743079042E+00    0.3627967908E+03    0.0000000000E+00
       394    0.6210000000E+00    0.5374943686E+00    0.3574220524E+03    0.1000000000E+01
       395    0.6878000000E+00    0.6081164191E+00    0.3666287139E+03    0.0000000000E+00
       396    0.5673000000E+00    0.6104248644E+00    0.3668903576E+03    0.0000000000E+00
       397    0.4745000000E+00    0.6165439076E+00    0.3675839019E+03    0.0000000000E+00
       398    0.5411000000E+00    0.5576786919E+00    0.3609120034E+03    0.0000000000E+00
       399    0.5802000000E+00    0.5952567863E+00    0.3651711780E+03    0.0000000000E+00
       400    0.6300000000E+00    0.5208228094E+00    0.3567346857E+03    0.0000000000E+00
       401    0.7130000000E+00    0.5996570616E+00    0.3656699138E+03    0.0000000000E+00
       402    0.6218000000E+00    0.5772145949E+00    0.3631262408E+03    0.0000000000E+00
       403    0.6016000000E+00    0.6083473654E+00    0.3666548898E+03    0.0000000000E+00
       404    0.5827000000E+00    0.5787052477E+00    0.3632951943E+03    0.0000000000E+00
       405    0.5792000000E+00    0.6273200189E+00    0.3688052874E+03    0.0000000000E+00
       406    0.5924000000E+00    0.6239745604E+00    0.3684261066E+03    0.0000000000E+00
       407    0.5856500000E+00    0.6197520002E+00    0.3673464032E+03    0.5000000000E+00
       408    0.7022000000E+00    0.6217641026E+00    0.3681755690E+03    0.0000000000E+00
       409    0.5051000000E+00    0.6418938961E+00    0.3704571191E+03    0.0000000000E+00
       410    0.6000000000E+00    0.6005885481E+00    0.3657754903E+03    0.0000000000E+00
       411    0.6730000000E+00    0.6599826350E+00    0.3725073321E+03    0.0000000000E+00
       412    0.6930000000E+00    0.5687423444E+00    0.3609637590E+03    0.1000000000E+01
       413    0.6180000000E+00    0.5988327331E+00    0.3655764828E+03    0.0000000000E+00
       414    0.5750000000E+00    0.5526518101E+00    0.3603422468E+03    0.0000000000E+00
       415    0.6250000000E+00    0.5627809606E+00    0.3614903045E+03    0.0000000000E+00
       416    0.6030000000E+00    0.5539667565E+00    0.3604912854E+03    0.0000000000E+00
       417    0.5900000000E+00    0.5671315050E+00    0.3619834037E+03    0.0000000000E+00
       418    0.3800000000E+00    0.5587318165E+00    0.3610313666E+03    0.0000000000E+00
       419    0.5460000000E+00    0.5573060452E+00    0.3608697669E+03    0.0000000000E+00
       420    0.6290000000E+00    0.6080063848E+00    0.3666162424E+03    0.0000000000E+00
       421    0.5070000000E+00    0.5636922948E+00    0.3615935969E+03    0.0000000000E+00
       422    0.5540000000E+00    0.5613382883E+00    0.3613267892E+03    0.0000000000E+00
       423    0.7590000000E+00    0.5693514385E+00    0.3622350153E+03    0.0000000000E+00
       424    0.7800000000E+00    0.6208634211E+00    0.3680734840E+03    0.0000000000E+00
       425    0.4730000000E+00    0.4687678707E+00    0.3508346773E+03    0.0000000000E+00
       426    0.4360000000E+00    0.4492331199E+00    0.3534294520E+03   -0.4000000000E+01
       427    0.4860000000E+00    0.4276184871E+00    0.3461707258E+03    0.0000000000E+00
       428    0.2770000000E+00    0.4276184871E+00    0.3461707258E+03    0.0000000000E+00
       429    0.4580000000E+00    0.5585096922E+00    0.3610061906E+03    0.0000000000E+00
       430    0.5040000000E+00    0.5763185406E+00    0.3606202395E+03    0.2000000000E+01
       431    0.5069000000E+00    0.5540779987E+00    0.3605038938E+03    0.0000000000E+00
       432    0.5745000000E+00    0.5862777943E+00    0.3653557019E+03   -0.1000000000E+01
       433    0.4813700000E+00    0.5425385612E+00    0.3603982118E+03   -0.1000000000E+01
       434    0.1480000000E+00    0.4252134499E+00    0.3507070157E+03   -0.4000000000E+01
       435    0.3560000000E+00    0.5546150011E+00    0.3605647587E+03    0.0000000000E+00
       436    0.5830000000E+00    0.5506400078E+00    0.3601142252E+03    0.0000000000E+00
       437    0.4210000000E+00    0.5386322089E+00    0.3599554582E+03   -0.1000000000E+01
       438    0.1048000000E+01    0.5689992369E+00    0.3609928757E+03    0.1000000000E+01
       439    0.4135800000E+00    0.3797733383E+00    0.3407478632E+03    0.0000000000E+00
       440    0.4135000000E+00    0.3797733383E+00    0.3407478632E+03    0.0000000000E+00
       441    0.5279900000E+00    0.5421400067E+00    0.3579485981E+03    0.1000000000E+01
       442    0.4640000000E+00    0.4983658882E+00    0.3541893744E+03    0.0000000000E+00
       443    0.4766000000E+00    0.2562356271E+00    0.3459813838E+03   -0.1600000000E+02
       444    0.4167000000E+00    0.3890445867E+00    0.3417986846E+03    0.0000000000E+00
       445    0.4584000000E+00    0.3866277243E+00    0.3415247527E+03    0.0000000000E+00
       446    0.3109000000E+00    0.6746732395E+00    0.3741723939E+03    0.0000000000E+00
       447    0.4997000000E+00    0.4070296024E+00    0.3438371414E+03    0.0000000000E+00
       448    0.4780000000E+00    0.4949310330E+00    0.3538000612E+03    0.0000000000E+00
       449    0.5150000000E+00    0.5770638881E+00    0.3631091594E+03    0.0000000000E+00
       450    0.4660000000E+00    0.4324282568E+00    0.3461147643E+03    0.5000000000E+00
       451    0.5270000000E+00    0.4833821998E+00    0.3524910939E+03    0.0000000000E+00
       452    0.4610000000E+00    0.5760073279E+00    0.3629894068E+03    0.0000000000E+00
       453    0.4530000000E+00    0.4543856913E+00    0.3492045730E+03    0.0000000000E+00
       454    0.4670000000E+00    0.4969307523E+00    0.3540267133E+03    0.0000000000E+00
       455    0.8120000000E+00    0.7595804796E+00    0.3837959463E+03    0.0000000000E+00
       456    0.4560000000E+00    0.4969566271E+00    0.3540296460E+03    0.0000000000E+00
       457    0.4582000000E+00    0.4022353679E+00    0.3432937535E+03    0.0000000000E+00
       458    0.3986000000E+00    0.4267407583E+00    0.3460712423E+03    0.0000000000E+00
       459    0.4311000000E+00    0.4659561083E+00    0.3481115459E+03    0.2000000000E+01
       460    0.4614000000E+00    0.4970149498E+00    0.3540362564E+03    0.0000000000E+00
       461    0.4798000000E+00    0.4993181508E+00    0.3542973057E+03    0.0000000000E+00
       462    0.5131000000E+00    0.5039250876E+00    0.3560216853E+03   -0.1000000000E+01
       463    0.4494000000E+00    0.3815038404E+00    0.3457528832E+03   -0.4000000000E+01
       464    0.4880000000E+00    0.3829989082E+00    0.3459223371E+03   -0.4000000000E+01
       465    0.4712000000E+00    0.4621664554E+00    0.3500864600E+03    0.0000000000E+00
       466    0.5141000000E+00    0.4705698350E+00    0.3534433562E+03   -0.2000000000E+01
       467    0.4623000000E+00    0.5426795439E+00    0.3580097503E+03    0.1000000000E+01
       468    0.4850000000E+00    0.4401164913E+00    0.3475872740E+03    0.0000000000E+00
       469    0.6250000000E+00    0.4745347115E+00    0.3514883023E+03    0.0000000000E+00
       470    0.4610000000E+00    0.5215787201E+00    0.3568203621E+03    0.0000000000E+00
       471    0.5020000000E+00    0.6268138744E+00    0.3687479200E+03    0.0000000000E+00
       472    0.4850000000E+00    0.4543459188E+00    0.3492000651E+03    0.0000000000E+00
       473    0.4120000000E+00    0.4543856913E+00    0.3492045730E+03    0.0000000000E+00
       474    0.4640000000E+00    0.4969307523E+00    0.3540267133E+03    0.0000000000E+00
       475    0.5280000000E+00    0.4613936789E+00    0.3499988720E+03    0.0000000000E+00
       476    0.6041100000E+00    0.4728242328E+00    0.3512944333E+03    0.0000000000E+00
       477    0.5103000000E+00    0.4579131600E+00    0.3544132647E+03   -0.4000000000E+01
       478    0.4107000000E+00    0.4924007960E+00    0.3535132792E+03    0.0000000000E+00
       479    0.4454000000E+00    0.4705707345E+00    0.3510390174E+03    0.0000000000E+00
       480    0.5158000000E+00    0.5474232077E+00    0.3597496268E+03    0.0000000000E+00
       481    0.4365000000E+00    0.4007438954E+00    0.3431247071E+03    0.0000000000E+00
       482    0.6326000000E+00    0.5365618606E+00    0.3585185805E+03    0.0000000000E+00
       483    0.6420000000E+00    0.5936484780E+00    0.3649888892E+03    0.0000000000E+00
       484    0.7230000000E+00    0.7157590412E+00    0.3788291389E+03    0.0000000000E+00
       485    0.6640000000E+00    0.6591833688E+00    0.3724167417E+03    0.0000000000E+00
       486    0.6962000000E+00    0.7500174085E+00    0.3825617716E+03    0.1250000000E+00
       487    0.7440000000E+00    0.7853315878E+00    0.3867146272E+03    0.0000000000E+00
       488    0.4630000000E+00    0.4880146443E+00    0.3530161442E+03    0.0000000000E+00
       489    0.6494000000E+00    0.5770661080E+00    0.3631094110E+03    0.0000000000E+00
       490    0.3513000000E+00    0.5057347554E+00    0.3550245762E+03    0.0000000000E+00
       491    0.7150000000E+00    0.7210099698E+00    0.3794242894E+03    0.0000000000E+00
       492    0.5980000000E+00    0.5938415759E+00    0.3650107753E+03    0.0000000000E+00
       493    0.6320000000E+00    0.5212144569E+00    0.3567790758E+03    0.0000000000E+00
       494    0.7420000000E+00    0.7172685767E+00    0.3790002326E+03    0.0000000000E+00
       495    0.6520000000E+00    0.6044580994E+00    0.3662140728E+03    0.0000000000E+00
       496    0.6690000000E+00    0.6075180643E+00    0.3665608952E+03    0.0000000000E+00
       497    0.5140000000E+00    0.4959901245E+00    0.3539201007E+03    0.0000000000E+00
       498    0.5281000000E+00    0.5061503182E+00    0.3550716769E+03    0.0000000000E+00
       499    0.3902000000E+00    0.5298723323E+00    0.3577603763E+03    0.0000000000E+00
       500    0.4550000000E+00    0.3844496454E+00    0.3508956480E+03   -0.8000000000E+01
       501    0.5386900000E+00    0.4785377236E+00    0.3519420115E+03    0.0000000000E+00
       502    0.4611000000E+00    0.5047838330E+00    0.3549167968E+03    0.0000000000E+00
       503    0.5202200000E+00    0.5579361354E+00    0.3585367418E+03    0.2000000000E+01
       504    0.6556000000E+00    0.4824716208E+00    0.3523878871E+03    0.0000000000E+00
       505    0.4496080000E+00    0.4232120516E+00    0.3456712918E+03    0.0000000000E+00
       506    0.4720000000E+00    0.5222139165E+00    0.3568923565E+03    0.0000000000E+00
       507    0.7590000000E+00    0.6549497996E+00    0.3719369007E+03    0.0000000000E+00
       508    0.2920000000E+00    0.4465790171E+00    0.3483197493E+03    0.0000000000E+00
       509    0.4427000000E+00    0.5228512763E+00    0.3569645961E+03    0.0000000000E+00
       510    0.4430000000E+00    0.5511382313E+00    0.3505529318E+03    0.8000000000E+01
       511    0.4762000000E+00    0.4483607765E+00    0.3533305789E+03   -0.4000000000E+01
       512    0.4658400000E+00    0.4424343603E+00    0.3478499858E+03    0.0000000000E+00
       513    0.6056000000E+00    0.7146870286E+00    0.3787076349E+03    0.0000000000E+00
       514    0.1617000000E+00    0.2567788814E+00    0.3460429573E+03   -0.1600000000E+02
       515    0.1935000000E+00    0.4245815542E+00    0.3458265139E+03    0.0000000000E+00
       516    0.3310000000E+00    0.4203930707E+00    0.3453517830E+03    0.0000000000E+00
       517    0.3720000000E+00    0.4430918264E+00    0.3527333858E+03   -0.4000000000E+01
       518    0.1048000000E+01    0.7340743889E+00    0.3424339841E+03    0.3200000000E+02
       519    0.3180000000E+00    0.3475726976E+00    0.3370981797E+03    0.0000000000E+00
       520    0.3810000000E+00    0.3475726976E+00    0.3370981797E+03    0.0000000000E+00
       521    0.8822000000E+00    0.8986761551E+00    0.3995613218E+03    0.0000000000E+00
       522    0.5880000000E+00    0.6256874319E+00    0.3686202468E+03    0.0000000000E+00
       523    0.8148000000E+00    0.8045013925E+00    0.3888873703E+03    0.0000000000E+00
       524    0.5556000000E+00    0.6060213600E+00    0.3669923660E+03   -0.5000000000E+00
       525    0.4584000000E+00    0.3704623341E+00    0.3396925358E+03    0.0000000000E+00
       526    0.2950000000E+00    0.6087298627E+00    0.3666982428E+03    0.0000000000E+00
       527    0.4694000000E+00    0.3756554006E+00    0.3402811281E+03    0.0000000000E+00
       528    0.4310000000E+00    0.4607252089E+00    0.3499231063E+03    0.0000000000E+00
       529    0.4050000000E+00    0.4205433355E+00    0.3453688143E+03    0.0000000000E+00
       530    0.4190000000E+00    0.3422802028E+00    0.3364983180E+03    0.0000000000E+00
       531    0.4650000000E+00    0.3959863129E+00    0.3425854734E+03    0.0000000000E+00
       532    0.3380000000E+00    0.4833439589E+00    0.3524867596E+03    0.0000000000E+00
       533    0.4210000000E+00    0.4289622455E+00    0.3463230300E+03    0.0000000000E+00
       534    0.4210000000E+00    0.4688351415E+00    0.3508423019E+03    0.0000000000E+00
       535    0.4530000000E+00    0.5116497684E+00    0.3460772323E+03    0.8000000000E+01
       536    0.4560000000E+00    0.3863088133E+00    0.3414886067E+03    0.0000000000E+00
       537    0.7382000000E+00    0.6474158699E+00    0.3710829904E+03    0.0000000000E+00
       538    0.6145000000E+00    0.5813942379E+00    0.3635999697E+03    0.0000000000E+00
       539    0.7056000000E+00    0.8249771850E+00    0.3912081366E+03    0.0000000000E+00
       540    0.6674000000E+00    0.6528769007E+00    0.3717019543E+03    0.0000000000E+00
       541    0.3817000000E+00    0.4097640100E+00    0.3441470645E+03    0.0000000000E+00
       542    0.6365000000E+00    0.6079685939E+00    0.3666119591E+03    0.0000000000E+00
       543    0.6385000000E+00    0.6055561315E+00    0.3663385259E+03    0.0000000000E+00
       544    0.8663000000E+00    0.8628452797E+00    0.3955377498E+03   -0.3125000000E-01
       545    0.5762000000E+00    0.6197796212E+00    0.3679506440E+03    0.0000000000E+00
       546    0.4709000000E+00    0.3946982196E+00    0.3472483599E+03   -0.4000000000E+01
       547    0.5421000000E+00    0.6265364246E+00    0.3687164733E+03    0.0000000000E+00
       548    0.6770000000E+00    0.6290435951E+00    0.3690006409E+03    0.0000000000E+00
       549    0.9101000000E+00    0.7861968597E+00    0.3868126988E+03    0.0000000000E+00
       550    0.6150000000E+00    0.7286847396E+00    0.3802941628E+03    0.0000000000E+00
       551    0.4390000000E+00    0.5330826775E+00    0.3581242431E+03    0.0000000000E+00
       552    0.3600000000E+00    0.4284620529E+00    0.3462663372E+03    0.0000000000E+00
       553    0.3820000000E+00    0.5133576532E+00    0.3462708073E+03    0.8000000000E+01
       554    0.4170000000E+00    0.4688351415E+00    0.3508423019E+03    0.0000000000E+00
       555    0.4810000000E+00    0.4144898118E+00    0.3446826961E+03    0.0000000000E+00
       556    0.9940000000E+00    0.9179953731E+00    0.4017509997E+03    0.0000000000E+00
       557    0.6571000000E+00    0.7252078488E+00    0.3802006403E+03   -0.2500000000E+00
       558    0.4745000000E+00    0.5704173475E+00    0.3623558275E+03    0.0000000000E+00
       559    0.7272000000E+00    0.7638744110E+00    0.3842074901E+03    0.6250000000E-01
       560    0.7300000000E+00    0.7212237018E+00    0.3794485142E+03    0.0000000000E+00
       561    0.8263000000E+00    0.6661528455E+00    0.3732066758E+03    0.0000000000E+00
       562    0.6878000000E+00    0.5750801240E+00    0.3628843157E+03    0.0000000000E+00
       563    0.7468000000E+00    0.6758340083E+00    0.3743039577E+03    0.0000000000E+00
       564    0.6999000000E+00    0.6868544219E+00    0.3755530329E+03    0.0000000000E+00
       565    0.4937000000E+00    0.4808531716E+00    0.3522044489E+03    0.0000000000E+00
       566    0.4652000000E+00    0.4828058581E+00    0.3524257702E+03    0.0000000000E+00
       567    0.5476000000E+00    0.5791928633E+00    0.3633504616E+03    0.0000000000E+00
       568    0.5017000000E+00    0.5353228560E+00    0.3583781493E+03    0.0000000000E+00
       569    0.6067000000E+00    0.5383743077E+00    0.3587240068E+03    0.0000000000E+00
       570    0.4665000000E+00    0.6068531949E+00    0.3664855376E+03    0.0000000000E+00
       571    0.5290000000E+00    0.5446440987E+00    0.3570301964E+03    0.2000000000E+01
       572    0.5680000000E+00    0.5573947105E+00    0.3608798164E+03    0.0000000000E+00
       573    0.7390000000E+00    0.5964044125E+00    0.3653012522E+03    0.0000000000E+00
       574    0.5720000000E+00    0.5593453290E+00    0.3611009033E+03    0.0000000000E+00
       575    0.5630000000E+00    0.5260675258E+00    0.3573291321E+03    0.0000000000E+00
       576    0.8870000000E+00    0.8061077042E+00    0.3890694328E+03    0.0000000000E+00
       577    0.6800000000E+00    0.7163650745E+00    0.3788978279E+03    0.0000000000E+00
       578    0.6790000000E+00    0.7307719226E+00    0.3805307282E+03    0.0000000000E+00
       579    0.4327000000E+00    0.6079588764E+00    0.3666108577E+03    0.0000000000E+00
       580    0.7130000000E+00    0.7191631523E+00    0.3792149675E+03    0.0000000000E+00
       581    0.7190000000E+00    0.6590803513E+00    0.3724050655E+03    0.0000000000E+00
       582    0.5766000000E+00    0.6656732931E+00    0.3731523224E+03    0.0000000000E+00
       583    0.5021000000E+00    0.5490414392E+00    0.3551241588E+03    0.4000000000E+01
       584    0.4270000000E+00    0.4599865715E+00    0.3498393877E+03    0.0000000000E+00
       585    0.5620000000E+00    0.4659401711E+00    0.3505141803E+03    0.0000000000E+00
       586    0.4730000000E+00    0.3964360890E+00    0.3426364519E+03    0.0000000000E+00
       587    0.3900000000E+00    0.4655385140E+00    0.3504686557E+03    0.0000000000E+00
       588    0.4400000000E+00    0.4109717729E+00    0.3442839547E+03    0.0000000000E+00
       589    0.5874800000E+00    0.4272638347E+00    0.3461305288E+03    0.0000000000E+00
       590    0.4736000000E+00    0.5959006823E+00    0.3460086324E+03    0.1600000000E+02
       591    0.4608900000E+00    0.4248499359E+00    0.3458569328E+03    0.0000000000E+00
       592    0.5279000000E+00    0.4969747620E+00    0.3564361422E+03   -0.2000000000E+01
       593    0.4503000000E+00    0.5189233671E+00    0.3565193992E+03    0.0000000000E+00
       594    0.1617000000E+00    0.3949878026E+00    0.3424723003E+03    0.0000000000E+00
       595    0.1833000000E+00    0.4082893019E+00    0.3439799182E+03    0.0000000000E+00
       596    0.3470000000E+00    0.3544122461E+00    0.3474911505E+03   -0.8000000000E+01
       597    0.3470000000E+00    0.4164010854E+00    0.3497082051E+03   -0.4000000000E+01
       598    0.9240000000E+00    0.4267131877E+00    0.3460681174E+03    0.0000000000E+00
       599    0.3340000000E+00    0.3463985851E+00    0.3369651035E+03    0.0000000000E+00
       600    0.3650000000E+00    0.3199364189E+00    0.3339658299E+03    0.0000000000E+00
       601    0.4660000000E+00    0.4975433799E+00    0.3540961497E+03    0.0000000000E+00
       602    0.6500000000E+00    0.6886903228E+00    0.3757611175E+03    0.0000000000E+00
       603    0.5073700000E+00    0.3943780902E+00    0.3424031943E+03    0.0000000000E+00
       604    0.4167000000E+00    0.3728662304E+00    0.3399649981E+03    0.0000000000E+00
       605    0.4431000000E+00    0.3558118030E+00    0.3380320160E+03    0.0000000000E+00
       606    0.2331000000E+00    0.4267800756E+00    0.3460756986E+03    0.0000000000E+00
       607    0.4845700000E+00    0.3904034092E+00    0.3419526962E+03    0.0000000000E+00
       608    0.4050000000E+00    0.4273558769E+00    0.3485454018E+03   -0.2000000000E+01
       609    0.3880000000E+00    0.3089316588E+00    0.3327185289E+03    0.0000000000E+00
       610    0.4650000000E+00    0.4199352641E+00    0.3452998943E+03    0.0000000000E+00
       611    0.3070000000E+00    0.4704791467E+00    0.3486241959E+03    0.2000000000E+01
       612    0.3890000000E+00    0.3579733873E+00    0.3478947772E+03   -0.8000000000E+01
       613    0.4990000000E+00    0.4530508017E+00    0.3490532740E+03    0.0000000000E+00
       614    0.4870000000E+00    0.4028594704E+00    0.3433644905E+03    0.0000000000E+00
       615    0.4858000000E+00    0.4697641118E+00    0.3461387117E+03    0.4000000000E+01
       616    0.4570000000E+00    0.5002968667E+00    0.3532060149E+03    0.1000000000E+01
       617    0.4172000000E+00    0.4840129368E+00    0.3501581421E+03    0.2000000000E+01
       618    0.4036000000E+00    0.4353070982E+00    0.3470421680E+03    0.0000000000E+00
       619    0.3958000000E+00    0.4243382128E+00    0.3457989331E+03    0.0000000000E+00
       620    0.5223000000E+00    0.5125687359E+00    0.3557991529E+03    0.0000000000E+00
       621    0.6851000000E+00    0.6757736290E+00    0.3742971142E+03    0.0000000000E+00
       622    0.4888000000E+00    0.4915171929E+00    0.3534131299E+03    0.0000000000E+00
       623    0.4944000000E+00    0.4199361304E+00    0.3501088740E+03   -0.4000000000E+01
       624    0.4316000000E+00    0.4974449547E+00    0.3540849940E+03    0.0000000000E+00
       625    0.5250000000E+00    0.5005203552E+00    0.3544335659E+03    0.0000000000E+00
       626    0.8240000000E+00    0.7075237667E+00    0.3778957368E+03    0.0000000000E+00
       627    0.5550000000E+00    0.6622324692E+00    0.3727623327E+03    0.0000000000E+00
       628    0.4550000000E+00    0.4689419643E+00    0.3508544094E+03    0.0000000000E+00
       629    0.3860000000E+00    0.3579733873E+00    0.3478947772E+03   -0.8000000000E+01
       630    0.4970000000E+00    0.4350653528E+00    0.3470147681E+03    0.0000000000E+00
       631    0.6040000000E+00    0.4729065254E+00    0.3513037605E+03    0.0000000000E+00
       632    0.4968000000E+00    0.4323305004E+00    0.3515136761E+03   -0.4000000000E+01
       633    0.4107000000E+00    0.4929964589E+00    0.3535807928E+03    0.0000000000E+00
       634    0.6617000000E+00    0.6818578228E+00    0.3749867086E+03    0.0000000000E+00
       635    0.6527000000E+00    0.6534252767E+00    0.3717641083E+03    0.0000000000E+00
       636    0.7254000000E+00    0.5988186668E+00    0.3655748885E+03    0.0000000000E+00
       637    0.5460000000E+00    0.4675240100E+00    0.3506936957E+03    0.0000000000E+00
       638    0.5200000000E+00    0.4922226342E+00    0.3534930860E+03    0.0000000000E+00
       639    0.4670000000E+00    0.4680140395E+00    0.3507492366E+03    0.0000000000E+00
       640    0.5130000000E+00    0.4963276967E+00    0.3539583618E+03    0.0000000000E+00
       641    0.5055000000E+00    0.5428745240E+00    0.3592340701E+03    0.0000000000E+00
       642    0.4814000000E+00    0.4921707999E+00    0.3534872110E+03    0.0000000000E+00
       643    0.4850000000E+00    0.5376361411E+00    0.3562359008E+03    0.2000000000E+01
       644    0.5745000000E+00    0.5059120534E+00    0.3550446715E+03    0.0000000000E+00
       645    0.4267000000E+00    0.5720718055E+00    0.3625433470E+03    0.0000000000E+00
       646    0.5290000000E+00    0.4938970601E+00    0.3536828687E+03    0.0000000000E+00
       647    0.5080000000E+00    0.4672550258E+00    0.3506632085E+03    0.0000000000E+00
